name,code,descripcion,bin,interval_mun,cells_mun
conteo::total_datos,conteo::total_datos,,1,1.999:21.0,"{05002,05018,05025,07015,07051,08011,08013,08050,09004,10022,11032,12075,13045,13051,15020,15040,15054,15070,16023,17020,17029,19006,19031,19046,23001,23007,25005,25015,26055,29005,29008,29027,29038,29039,29043,30044,30105,32053}"
conteo::total_datos,conteo::total_datos,,2,21.0:24.0,"{07005,11005,11026,11031,11033,11041,12062,13056,14044,15088,15095,15100,17008,17011,19047,20107,20184,20318,20385,20498,20545,21126,24020,24053,28009,28029,30025,30192,31040,32038,32040}"
conteo::total_datos,conteo::total_datos,,3,24.0:27.0,"{05020,06001,07101,11004,11019,11023,11025,11028,11030,13029,13076,14053,15051,15118,15122,16052,16088,16102,17006,17024,20515,21055,22006,22008,22016,24050,25010,26002,26035,28041,29019,30069,30118,30141,31041,32008}"
conteo::total_datos,conteo::total_datos,,4,27.0:29.0,"{02001,07019,07076,07078,08019,10038,11044,12011,13017,14097,14098,15009,15084,16061,17015,17032,20075,21156,22001,24033,27005,29048}"
conteo::total_datos,conteo::total_datos,,5,29.0:32.0,"{01009,07061,07107,11012,11039,11043,12030,12038,12051,13003,13028,13067,13073,14120,15042,15067,15120,16029,16068,16082,19021,19048,22012,22017,24003,25012,25017,26043,27001,27008,28038,29025,30102,30193,31096,32020,32029,32031}"
conteo::total_datos,conteo::total_datos,,6,32.0:35.0,"{01002,05017,07044,07046,09009,09016,10021,11013,12055,14046,15104,15105,15119,16112,18009,20025,21019,21071,21144,21207,22002,22011,23008,25001,29001,29013,31029,31068}"
conteo::total_datos,conteo::total_datos,,7,35.0:40.0,"{03001,06005,10007,10033,11022,11037,13048,14039,15021,15025,15121,16033,18002,18006,18011,19012,20030,20408,20516,21115,21197,24013,25004,27006,27009,29033,30032,30155,31092,31102}"
conteo::total_datos,conteo::total_datos,,8,40.0:53.0,"{01005,02006,09003,09014,09015,11002,12029,13002,14079,14101,14122,15007,15013,15026,15031,15037,15057,15060,15106,15109,18020,19026,21114,24035,25011,27002,28032,30117,32048}"
conteo::total_datos,conteo::total_datos,,9,53.0:83.2,"{03002,04001,04004,05030,06002,06009,06010,07099,09002,09008,09012,09017,10012,11015,15081,16053,17004,17007,18014,19039,23004,24021,26018,26030,27013,28022,29015,31050,32010}"
conteo::total_datos,conteo::total_datos,,10,83.2:340.0,"{01001,02002,02004,03003,03008,04002,04003,04009,05035,06007,08037,09005,09006,09007,09010,09011,09013,10005,11007,11017,11020,12001,15033,15058,18017,22014,23005,24028,25006,27004,28003,32017}"
a0101-SÍ.,salud_tiene_obesidad-1,,1,-0.1%:5.3%,"{04001,05025,07005,07015,07044,07076,07078,07099,07107,10033,11025,12030,12051,12062,12075,15070,19046,21019,21055,21115,25011,25017,26002,26018,26043,28029,28032,28041,30069,30155,31092,32031,32048}"
a0101-SÍ.,salud_tiene_obesidad-1,,2,5.3%:8.4%,"{01002,05018,05020,06005,07046,07061,08037,10021,11019,15007,15013,15026,15067,15119,16023,16088,16112,17024,19021,19026,20515,21071,21197,21207,24050,29013,30032,30117,32020,32029}"
a0101-SÍ.,salud_tiene_obesidad-1,,3,8.4%:11.1%,"{01009,02004,02006,03001,03002,04004,05030,05035,06009,07019,10007,10038,11012,12011,14079,15060,15084,16029,16033,16068,16082,17008,17029,18009,19031,26035,27001,28003,29001,30192,32010,32038}"
a0101-SÍ.,salud_tiene_obesidad-1,,4,11.1%:14.1%,"{01005,02001,03008,05002,08019,10012,11005,11041,12038,13002,14097,15031,15105,16052,16053,16061,17004,17032,19047,20107,25004,27002,27005,27009,28022,29019,29039,30044,31040,31050}"
a0101-SÍ.,salud_tiene_obesidad-1,,5,14.1%:16.1%,"{02002,04002,04009,06007,07051,08013,09016,11028,11030,12001,12029,13067,13073,14046,14053,14120,14122,15009,15051,15120,16102,18011,18020,22012,23001,23005,25012,25015,26030,29027,31096,32053}"
a0101-SÍ.,salud_tiene_obesidad-1,,6,16.1%:18.1%,"{06002,06010,08050,09015,09017,10005,11039,11044,12055,13017,14044,15020,15025,15058,15104,18002,18017,19012,19039,20025,21126,23004,24003,24021,24028,24033,25005,27013,28009,29015,29038}"
a0101-SÍ.,salud_tiene_obesidad-1,,7,18.1%:20.0%,"{03003,05017,10022,11002,11022,11031,11037,11043,13028,13029,15033,15040,15042,15081,15106,15122,17006,17007,19048,20385,20408,22017,23007,24013,24035,25001,25010,26055,27004,29008,30105,30118,32008}"
a0101-SÍ.,salud_tiene_obesidad-1,,8,20.0%:23.7%,"{04003,06001,09007,09010,11013,11015,11017,11033,13003,15037,15054,18014,20184,20516,21114,21144,21156,22002,23008,24020,24053,25006,29005,29025,30025,30193,31029,31068,31102}"
a0101-SÍ.,salud_tiene_obesidad-1,,9,23.7%:27.6%,"{01001,07101,09003,09005,09011,09013,09014,11007,11032,13051,13076,14098,14101,15057,15088,15118,17020,18006,19006,20030,20075,20498,20545,22008,22011,22014,27006,28038,29033,29048,32017}"
a0101-SÍ.,salud_tiene_obesidad-1,,10,27.6%:45.8%,"{08011,09002,09004,09006,09008,09009,09012,11004,11020,11023,11026,13045,13048,13056,14039,15021,15095,15100,15109,15121,17011,17015,20318,22001,22006,22016,27008,29043,30102,30141,31041,32040}"
a0101-NO.,salud_tiene_obesidad-2,,1,54.1%:72.4%,"{08011,09002,09004,09006,09008,09009,09012,11004,11020,11023,11026,13045,13048,13056,14039,15021,15095,15100,15109,15121,17011,17015,20318,22001,22006,22016,27008,29043,30102,30141,31041,32040}"
a0101-NO.,salud_tiene_obesidad-2,,2,72.4%:76.3%,"{01001,07101,09003,09005,09011,09013,09014,11007,11032,13051,13076,14098,14101,15057,15088,15118,17020,18006,19006,20030,20075,20498,20545,22008,22011,22014,27006,28038,29033,29048,32017}"
a0101-NO.,salud_tiene_obesidad-2,,3,76.3%:80.0%,"{04003,05017,06001,09007,09010,11013,11015,11017,11033,11043,13003,13028,15037,15054,18014,20184,20516,21114,21144,21156,22002,23008,24020,24053,25006,29005,29025,30025,30193,31029,31068,31102}"
a0101-NO.,salud_tiene_obesidad-2,,4,80.0%:81.9%,"{03003,10022,11002,11022,11031,11037,13029,15033,15040,15042,15081,15106,15122,17006,17007,19048,20385,20408,22017,23007,24013,24035,25001,25010,26055,27004,29008,30105,30118,32008}"
a0101-NO.,salud_tiene_obesidad-2,,5,81.9%:83.9%,"{06002,06010,08050,09015,09017,10005,11039,11044,12055,13017,13067,13073,14044,14120,15020,15025,15058,15104,15120,18002,18017,19012,19039,20025,21126,23004,24003,24021,24028,24033,25005,25012,27013,28009,29015,29038}"
a0101-NO.,salud_tiene_obesidad-2,,6,83.9%:85.9%,"{02002,04002,04009,06007,07051,08013,09016,11028,11030,12001,12029,14046,14053,14122,15009,15051,16102,18011,18020,22012,23001,23005,25015,26030,29027,31096,32053}"
a0101-NO.,salud_tiene_obesidad-2,,7,85.9%:88.9%,"{01005,02001,03002,03008,05002,08019,10012,11005,11041,12038,13002,14097,15031,15105,16052,16053,16061,17004,17032,19047,20107,25004,26035,27002,27005,27009,28022,29019,29039,30044,31040,31050}"
a0101-NO.,salud_tiene_obesidad-2,,8,88.9%:91.6%,"{01009,02004,02006,03001,04004,05030,05035,06009,07019,10007,10038,11012,12011,14079,15060,15084,16029,16033,16068,16082,17008,17029,18009,19031,27001,28003,29001,30192,32010,32038}"
a0101-NO.,salud_tiene_obesidad-2,,9,91.6%:94.7%,"{01002,05018,05020,06005,07046,07061,08037,10021,11019,12075,15007,15013,15026,15067,15070,15119,16023,16088,16112,17024,19021,19026,20515,21071,21197,21207,24050,29013,30032,30117,32020,32029}"
a0101-NO.,salud_tiene_obesidad-2,,10,94.7%:100.0%,"{04001,05025,07005,07015,07044,07076,07078,07099,07107,10033,11025,12030,12051,12062,19046,21019,21055,21115,25011,25017,26002,26018,26043,28029,28032,28041,30069,30155,31092,32031,32048}"
h1213a-Tos,secuelas_post_covid_1-A,,1,-0.1%:1.4%,"{01001,01002,01005,01009,02002,02004,03003,04001,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06005,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07107,08011,08013,08019,08037,08050,09004,09006,09007,09008,09009,09014,09015,09016,09017,10007,10012,10021,10022,10033,10038,11004,11005,11007,11012,11013,11017,11019,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11043,11044,12030,12038,12055,12062,12075,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14053,14097,14120,14122,15007,15009,15020,15021,15025,15033,15040,15042,15051,15057,15058,15060,15067,15070,15084,15088,15095,15100,15104,15105,15106,15118,15120,15121,16023,16029,16052,16053,16061,16068,16082,16102,16112,17004,17007,17011,17015,17020,17024,17029,17032,18002,18009,18011,18014,19006,19046,19047,20025,20075,20107,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21156,21207,22001,22002,22008,22011,22012,22016,22017,23001,23004,23007,24003,24013,24020,24021,24028,24033,24035,25005,25010,25011,25012,25017,26030,26035,26043,26055,27001,27002,27004,27006,27008,28009,28022,28032,28038,28041,29005,29008,29013,29019,29033,29038,29048,30025,30044,30069,30102,30105,30117,30118,30141,30155,30192,31040,31041,31068,31092,31096,32008,32010,32017,32029,32031,32038,32040}"
h1213a-Tos,secuelas_post_covid_1-A,,2,1.4%:2.7%,"{03001,03008,06007,06009,09003,10005,11015,11020,12029,14079,14101,15013,15031,15037,15081,15109,16033,18006,18017,18020,19012,19026,20030,21197,23005,25004,26018,27013,28003,29015,30032,32048}"
h1213a-Tos,secuelas_post_covid_1-A,,3,2.7%:3.8%,"{02001,03002,04002,06001,06002,09002,09005,09010,09012,09013,11002,12001,12011,12051,13003,14046,14098,15119,15122,16088,17006,19039,21144,22014,23008,25001,27005,29001,31029,31050,32020}"
h1213a-Tos,secuelas_post_covid_1-A,,4,3.8%:10.8%,"{02006,07101,09011,11041,13002,14039,14044,15026,15054,17008,19021,19031,19048,20184,20318,21126,22006,24050,24053,25006,25015,26002,27009,28029,29025,29027,29039,29043,30193,31102,32053}"
h1213a-Fatiga,secuelas_post_covid_1-B,,1,-0.1%:1.0%,"{01001,01002,01009,02002,02004,03001,03002,03003,04001,04002,04003,04004,04009,05002,05017,05018,05025,06002,06005,06007,06010,07005,07015,07019,07046,07051,07061,07076,07078,07101,08011,08019,08037,08050,09005,09009,09010,09014,09015,09016,09017,10005,10012,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12038,12051,12062,12075,13003,13017,13028,13048,13051,13067,13076,14039,14044,14046,14053,14079,14097,14098,14120,14122,15020,15021,15026,15031,15040,15042,15051,15054,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15118,15119,15120,16023,16029,16033,16061,16068,17004,17006,17007,17011,17015,17020,17024,17029,17032,18002,18009,18014,18017,19006,19012,19021,19031,19039,19046,19047,19048,20025,20030,20075,20107,20318,20385,20408,20498,20515,20516,21019,21055,21071,21114,21126,21144,21156,21207,22002,22006,22008,22012,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24033,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26035,26043,26055,27008,27009,27013,28003,28009,28022,28029,28032,28038,29005,29027,29038,29039,30025,30032,30069,30102,30117,30141,30192,30193,31040,31068,31092,32008,32010,32020,32029,32031,32038,32040,32053}"
h1213a-Fatiga,secuelas_post_covid_1-B,,2,1.0%:2.5%,"{01005,02006,03008,05035,06009,07099,09006,09007,09008,09011,09013,10007,12029,13002,14101,15007,15013,15033,15057,15106,15109,16053,18011,21197,24028,24035,26030,27004,29015,29033,32017,32048}"
h1213a-Fatiga,secuelas_post_covid_1-B,,3,2.5%:4.2%,"{02001,05020,05030,07044,07107,09003,12030,13073,15025,15121,15122,16052,16082,16102,16112,22001,22014,22016,27005,28041,29001,29013,29025,30118,30155,31029,31041,31050,31096,31102}"
h1213a-Fatiga,secuelas_post_covid_1-B,,4,4.2%:14.3%,"{06001,08013,09002,09004,09012,10021,12055,13029,13045,13056,15009,15037,15058,16088,17008,18006,18020,19026,20184,20545,21115,22011,26018,27001,27002,27006,29008,29019,29043,29048,30044,30105}"
h1213a-Ansiedad,secuelas_post_covid_1-C,,1,-0.1%:5.6%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h1213a-Depresión,secuelas_post_covid_1-D,,1,-0.1%:4.8%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h1213a-Fiebre,secuelas_post_covid_1-E,,1,-0.1%:5.4%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h1213a-Dificultad para dormir,secuelas_post_covid_1-F,,1,-0.1%:4.0%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
