name,code,descripcion,bin,interval_mun,cells_mun
h1213a-Dolor de cabeza,secuelas_post_covid_1-J,,2,0.6%:8.0%,"{03003,03008,04002,04003,04009,06007,07099,09005,09008,09009,12029,13029,14039,14098,15025,17007,18017,20075,20318,21114,22006,22011,22014,22017,25004,25006,25017,28003,28022,29001,29025,30118}"
h1213a-Mareo,secuelas_post_covid_1-K,,1,-0.1%:3.1%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h1213a-Dolores en músculos o articulaciones,secuelas_post_covid_1-L,,1,-0.1%:6.7%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h1213a-Dificultad para respirar,secuelas_post_covid_1-M,,1,-0.1%:5.3%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h1213a-Falta de aire,secuelas_post_covid_1-N,,1,-0.1%:8.3%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h1213a-Dolor en el pecho,secuelas_post_covid_1-O,,1,-0.1%:2.4%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h1213a-Vómito o diarrea,secuelas_post_covid_1-P,,1,-0.1%:4.6%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h1213a-Pérdida o disminución del olfato,secuelas_post_covid_1-Q,,1,-0.1%:8.3%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h1213a-Pérdida o disminución del gusto,secuelas_post_covid_1-R,,1,-0.1%:1.5%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h1213a-Dificultad para pensar o concentrarse,secuelas_post_covid_1-S,,1,-0.1%:0.9%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h1213a-Otro (especifique),secuelas_post_covid_1-T,,1,-0.1%:6.2%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h1213a-No tuve síntomas / secuelas,secuelas_post_covid_1-U,,1,-0.1%:1.3%,"{01002,01009,02002,02004,03001,03002,03003,04001,04003,05002,05017,05018,05020,05025,05035,06001,06005,06010,07005,07015,07019,07044,07046,07061,07076,07078,07099,07107,08011,08013,08019,08037,08050,09003,09004,09005,09006,09008,09009,09010,09011,09017,10021,10022,10033,10038,11002,11004,11005,11013,11019,11020,11022,11028,11030,11031,11032,11033,11039,11041,11043,11044,12011,12030,12038,12062,13003,13017,13029,13045,13051,13056,13073,13076,14039,14044,14046,14053,14079,14098,14101,14120,14122,15009,15013,15020,15025,15026,15040,15042,15051,15058,15067,15088,15100,15104,15105,15106,15109,15118,15119,15120,15122,16023,16029,16033,16061,16082,16088,16102,16112,17004,17006,17007,17008,17015,17024,17029,18002,18006,18009,18011,18014,19012,19026,19031,19047,20107,20318,20385,20408,20498,20515,20545,21055,21071,21126,21207,22001,22006,22008,22011,22016,22017,23001,23007,24013,24021,24033,24035,24050,24053,25005,25010,25011,25012,25015,25017,26018,26035,26043,27001,27006,27009,28022,28029,28038,29005,29019,29025,29038,29043,30025,30032,30069,30105,30141,30155,30192,31029,31040,31068,31092,32008,32010,32029,32038,32048,32053}"
h1213a-No tuve síntomas / secuelas,secuelas_post_covid_1-U,,2,1.3%:2.7%,"{01005,02006,04004,06007,09007,09012,09015,10005,10007,10012,11007,12029,13002,13048,15007,15031,15033,15037,15081,20030,20516,21115,22014,24028,25004,26030,28003,29015,29033,31102,32017}"
h1213a-No tuve síntomas / secuelas,secuelas_post_covid_1-U,,3,2.7%:3.4%,"{02001,04002,05030,06002,06009,09013,11037,12055,14097,15021,16053,16068,17032,19021,19048,20025,20075,21019,21144,22002,22012,23004,23005,24003,25001,27004,27005,27013,31096,32020,32031}"
h1213a-No tuve síntomas / secuelas,secuelas_post_covid_1-U,,4,3.4%:4.8%,"{01001,04009,07101,09002,11015,11017,11023,11025,11026,15060,15084,15095,16052,17020,18020,19039,21114,21156,24020,26002,26055,27002,28009,28032,28041,29008,29027,29048,30118,31041,32040}"
h1213a-No tuve síntomas / secuelas,secuelas_post_covid_1-U,,5,4.8%:25.0%,"{03008,07051,09014,09016,11012,12001,12051,12075,13028,13067,15054,15057,15070,15121,17011,18017,19006,19046,20184,21197,23008,25006,27008,29001,29013,29039,30044,30102,30117,30193,31050}"
h1213a-NS/NR,secuelas_post_covid_1-X,,1,-0.1%:5.6%,"{01001,01002,01005,01009,02001,02002,02004,02006,03001,03002,03003,03008,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06001,06002,06005,06007,06009,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,10005,10007,10012,10021,10022,10033,10038,11002,11004,11005,11007,11012,11013,11015,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11041,11043,11044,12001,12011,12029,12030,12038,12051,12055,12062,12075,13002,13003,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14039,14044,14046,14053,14079,14097,14098,14101,14120,14122,15007,15009,15013,15020,15021,15025,15026,15031,15033,15037,15040,15042,15051,15054,15057,15058,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15109,15118,15119,15120,15121,15122,16023,16029,16033,16052,16053,16061,16068,16082,16088,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,18017,18020,19006,19012,19021,19026,19031,19039,19046,19047,19048,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21126,21144,21156,21197,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23005,23007,23008,24003,24013,24020,24021,24028,24033,24035,24050,24053,25001,25004,25005,25006,25010,25011,25012,25015,25017,26002,26018,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,27013,28003,28009,28022,28029,28032,28038,28041,29001,29005,29008,29013,29015,29019,29025,29027,29033,29038,29039,29043,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,30193,31029,31040,31041,31050,31068,31092,31096,31102,32008,32010,32017,32020,32029,32031,32038,32040,32048,32053}"
h1213b-Fatiga,secuelas_post_covid_2-B,,1,-0.1%:1.1%,"{01001,01002,01005,01009,02001,02002,02004,03001,03003,04001,04002,04003,04004,04009,05002,05017,05018,05020,05025,05030,05035,06002,06005,06010,07005,07015,07019,07044,07046,07051,07061,07076,07078,07099,07101,07107,08011,08013,08019,08037,08050,09003,09004,09006,09007,09008,09009,09012,09014,09015,09016,09017,10007,10012,10021,10022,10033,10038,11004,11005,11007,11012,11013,11017,11019,11020,11022,11023,11025,11026,11028,11030,11031,11032,11033,11037,11039,11043,11044,12011,12030,12038,12055,12062,12075,13017,13028,13029,13045,13048,13051,13056,13067,13073,13076,14044,14053,14097,14120,14122,15007,15009,15020,15021,15025,15033,15037,15040,15042,15051,15057,15060,15067,15070,15081,15084,15088,15095,15100,15104,15105,15106,15118,15119,15120,15121,16023,16029,16052,16053,16061,16068,16082,16102,16112,17004,17006,17007,17008,17011,17015,17020,17024,17029,17032,18002,18006,18009,18011,18014,19006,19046,19047,20025,20030,20075,20107,20184,20318,20385,20408,20498,20515,20516,20545,21019,21055,21071,21114,21115,21156,21207,22001,22002,22006,22008,22011,22012,22014,22016,22017,23001,23004,23007,24003,24013,24020,24021,24028,24033,24035,24053,25004,25005,25010,25011,25012,25015,25017,26030,26035,26043,26055,27001,27002,27004,27005,27006,27008,27009,28003,28009,28022,28032,28038,28041,29005,29008,29013,29015,29019,29033,29038,29048,30025,30032,30044,30069,30102,30105,30117,30118,30141,30155,30192,31029,31040,31041,31050,31068,31092,31096,32008,32010,32017,32029,32031,32038,32040,32053}"
h1213b-Fatiga,secuelas_post_covid_2-B,,2,1.1%:2.8%,"{03002,03008,06007,06009,09002,09005,09010,09013,10005,11015,12029,14079,14101,15013,15026,15031,15058,15109,16033,18017,18020,19012,19026,19039,21197,23005,25006,26018,27013,31102,32048}"
h1213b-Fatiga,secuelas_post_covid_2-B,,3,2.8%:10.5%,"{02006,06001,09011,11002,11041,12001,12051,13002,13003,14039,14046,14098,15054,15122,16088,19021,19031,19048,21126,21144,23008,24050,25001,26002,28029,29001,29025,29027,29039,29043,30193,32020}"
