variable,alias
fines_semana_casa-1,h1515-Muy frecuentemente
fines_semana_casa-2,h1515-Frecuentemente
fines_semana_casa-3,h1515-Ocasionalmente
fines_semana_casa-4,h1515-Rara vez
fines_semana_casa-5,h1515-Nunca
frec_falta_compania-1,a1514-Casi nunca (o nunca)
frec_falta_compania-2,a1514-Algunas veces
frec_falta_compania-3,a1514-Frecuentemente
frec_pensado_suicidarse-1,a1212-Siempre o muy frecuentemente
frec_pensado_suicidarse-2,a1212-Casi siempre
frec_pensado_suicidarse-3,a1212-Algunas veces
frec_pensado_suicidarse-4,a1212-Rara vez
frec_pensado_suicidarse-9,a1212-No responde
frec_reuniones_clubes-1,a1513-Ninguno
frec_reuniones_clubes-2,a1513-1 vez
frec_reuniones_clubes-3,a1513-2 veces
frec_reuniones_clubes-4,a1513-3 veces
frec_reuniones_clubes-5,a1513-4 veces
frec_reuniones_clubes-6,a1513-5 veces
frec_reuniones_clubes-7,a1513-6 veces
frec_reuniones_clubes-8,a1513-7 veces ó más
frec_siente_aislado-1,a1516-Casi nunca (o nunca)
frec_siente_aislado-2,a1516-Algunas veces
frec_siente_aislado-3,a1516-Frecuentemente
frec_siente_excluido-1,a1515-Casi nunca (o nunca)
frec_siente_excluido-2,a1515-Algunas veces
frec_siente_excluido-3,a1515-Frecuentemente
frecuencia_uso_agua_no_potable-1,h0811-Nunca (0 veces en las últimas 4 semanas)
frecuencia_uso_agua_no_potable-2,h0811-Raramente (1-2 veces en las últimas 4 semanas)
frecuencia_uso_agua_no_potable-3,h0811-A veces (3-10 veces en las últimas 4 semanas)
frecuencia_uso_agua_no_potable-4,h0811-Frecuentemente (11-20 veces en las últimas 4 semana)
frecuencia_uso_agua_no_potable-5,h0811-Siempre (Más de 20 veces en las últimas 4 semanas)
frecuencia_uso_agua_no_potable-88,h0811-No aplica
frecuencia_uso_agua_no_potable-99,h0811-No sabe
fue_diagnosticado_covid-1,h1205-Sí
fue_diagnosticado_covid-2,h1205-No
fue_diagnosticado_covid-9,h1205-NS/NR
ha_pensado_suicidarse-1,a1211-Sí
ha_pensado_suicidarse-2,a1211-No
ha_pensado_suicidarse-9,a1211-No responde
hay_gel_trabajo-1,h1504-Muy frecuentemente
hay_gel_trabajo-2,h1504-Frecuentemente
hay_gel_trabajo-3,h1504-Ocasionalmente
hay_gel_trabajo-4,h1504-Rara vez
hay_gel_trabajo-5,h1504-Nunca
hay_jabon_trabajo-1,h1505-Muy frecuentemente
hay_jabon_trabajo-2,h1505-Frecuentemente
hay_jabon_trabajo-3,h1505-Ocasionalmente
hay_jabon_trabajo-4,h1505-Rara vez
hay_jabon_trabajo-5,h1505-Nunca
herido_proposito_suicidarse-1,"a1213-Sí, una vez"
herido_proposito_suicidarse-2,"a1213-Sí, 2 o más veces"
herido_proposito_suicidarse-3,a1213-Nunca
herido_suicidio_12meses-1,a1214-Sí
herido_suicidio_12meses-2,a1214-No
herido_suicidio_12meses-9,a1214-No responde
hmno_col_trig_alto-1,a0705h-SI.
hmno_col_trig_alto-2,a0705h-NO.
hmno_col_trig_alto-9,a0705h-NO SABE.
hmno_diab_azucar_alta-1,a0701h-SI.
hmno_diab_azucar_alta-2,a0701h-NO.
hmno_diab_azucar_alta-9,a0701h-NO SABE.
hmno_presion_alta-1,a0702h-SI.
hmno_presion_alta-2,a0702h-NO.
hmno_presion_alta-9,a0702h-NO SABE.
hmno_tuvo_infarto-1,a0703h-SI.
hmno_tuvo_infarto-2,a0703h-NO.
hmno_tuvo_infarto-9,a0703h-NO SABE.
hogar_compra_solo_uno-1,h1513-Muy frecuentemente
hogar_compra_solo_uno-2,h1513-Frecuentemente
hogar_compra_solo_uno-3,h1513-Ocasionalmente
hogar_compra_solo_uno-4,h1513-Rara vez
hogar_compra_solo_uno-5,h1513-Nunca
hogar_tiene_cocina-1,h0106-Sí
hogar_tiene_cocina-2,h0106-No
horarios_banio_escuela-1,h1103l-Sí
horarios_banio_escuela-2,h1103l-No
horarios_banio_escuela-3,h1103l-No Sabe
imc_clase-0,imc_clase-Bajo peso
imc_clase-1,imc_clase-Peso normal
imc_clase-2,imc_clase-Sobrepeso
imc_clase-3,imc_clase-Obeso
inf_estacional_dosis-1,a09121a-Sí.
inf_estacional_dosis-2,a09121a-NO.
inf_estacional_dosis_embarazada-1,a09122a-Sí.
inf_estacional_dosis_embarazada-2,a09122a-NO.
inf_estacional_dosis_institucion-1,a09121c-Seguro Social (IMSS).
inf_estacional_dosis_institucion-2,a09121c-ISSSTE.
inf_estacional_dosis_institucion-3,a09121c-ISSSTE Estatal.
inf_estacional_dosis_institucion-4,a09121c-Pemex.
inf_estacional_dosis_institucion-5,a09121c-Defensa.
inf_estacional_dosis_institucion-6,a09121c-Marina.
inf_estacional_dosis_institucion-7,a09121c-Centro de Salud u Hospital de la SSA.
inf_estacional_dosis_institucion-8,a09121c-IMSS Bienestar (antes Prospera).
inf_estacional_dosis_institucion-9,a09121c-Consultorios dependientes de farmacias.
inf_estacional_dosis_institucion-10,"a09121c-Consultorio, clínica u hospital privado."
inf_estacional_dosis_institucion-11,a09121c-Escuela.
inf_estacional_dosis_institucion-12,a09121c-Otro lugar (especifica).
inf_estacional_dosis_institucion-99,a09121c-No sabe / No recuerda.
inf_estacional_unica_dosis-1,a09241a-Sí.
inf_estacional_unica_dosis-2,a09241a-NO.
inf_estacional_unica_dosis_aplicacion-1,a09241c-Seguro Social (IMSS).
inf_estacional_unica_dosis_aplicacion-2,a09241c-ISSSTE.
inf_estacional_unica_dosis_aplicacion-3,a09241c-ISSSTE Estatal.
inf_estacional_unica_dosis_aplicacion-4,a09241c-Pemex.
inf_estacional_unica_dosis_aplicacion-5,a09241c-Defensa.
inf_estacional_unica_dosis_aplicacion-6,a09241c-Marina.
inf_estacional_unica_dosis_aplicacion-7,a09241c-Centro de Salud u Hospital de la SSA.
inf_estacional_unica_dosis_aplicacion-8,a09241c-IMSS Bienestar (antes Prospera).
inf_estacional_unica_dosis_aplicacion-9,a09241c-Consultorios dependientes de farmacias.
inf_estacional_unica_dosis_aplicacion-10,"a09241c-Consultorio, clínica u hospital privado."
inf_estacional_unica_dosis_aplicacion-11,a09241c-Escuela.
inf_estacional_unica_dosis_aplicacion-12,a09241c-Otro lugar (especifica).
inf_estacional_unica_dosis_aplicacion-99,a09241c-No sabe / No recuerda.
ingresos_totales-1,"h0327-1- 5,999 pesos"
ingresos_totales-2,"h0327-6,000-9,999 pesos"
ingresos_totales-3,"h0327-10,000-13,999 pesos"
ingresos_totales-4,"h0327-14,000-21,999 pesos"
ingresos_totales-5,"h0327-22,000 o más pesos"
ingresos_totales-6,h0327-No percibieron ingresos
ingresos_totales-8,h0327-No quiso responder
ingresos_totales-9,h0327-No sabe
institucion_atencion_violencia-1,a1206-Instituto Mexicano del Seguro Social (IMSS)
institucion_atencion_violencia-2,a1206-ISSSTE/ISSSTE Estatal
institucion_atencion_violencia-3,a1206-PEMEX
institucion_atencion_violencia-4,a1206-Defensa
institucion_atencion_violencia-5,a1206-Marina
institucion_atencion_violencia-6,a1206-Centro de salud u Hospital de la SSA
institucion_atencion_violencia-7,a1206-IMSS Bienestar (antes Oportunidades)
institucion_atencion_violencia-8,"a1206-DIF federal, estatal o municipal"
institucion_atencion_violencia-9,a1206-Cruz roja/cruz verde
institucion_atencion_violencia-10,a1206-Instituto Nacional de Salud
institucion_atencion_violencia-11,a1206-Organizaciones (ONG/OSC) que dan atención gratuita/Dispensar
institucion_atencion_violencia-12,a1206-Consultorio pertenecientes a farmacias/Farmacias con consult
institucion_atencion_violencia-13,a1206-Consultorio dentro de hospital privado
institucion_atencion_violencia-14,a1206-Área de urgencias/hospitalización dentro de hospital privado
institucion_atencion_violencia-15,a1206-Atención privada en torre de consultorios médicos o en una c
institucion_atencion_violencia-16,a1206-Consultorio en domicilio particular de médico privado
institucion_atencion_violencia-17,a1206-Atención privada en mi domicilio
institucion_atencion_violencia-18,"a1206-Atención privada vía remota (teléfono, mensajes de texto, te"
institucion_atencion_violencia-19,a1206-Médico laboral (médico de la empresa)
institucion_atencion_violencia-20,"a1206-Curandero, hierbero, naturista"
institucion_atencion_violencia-21,"a1206-Homeópata, acupunturista"
institucion_atencion_violencia-22,a1206-Otro (especifique)
institucion_atencion_violencia-23,a1206-No sabe/No recuerda
institucion_atencion_violencia-24,a1206-Ninguna
insulina_todos_dias-1,a0310-SÍ.
insulina_todos_dias-2,a0310-NO.
insulina_todos_dias-8,a0310-No responde.
jabon_lavado_manos-1,h0115-Sí
jabon_lavado_manos-2,h0115-No
jabon_lavado_manos-8,h0115-NS/NR
lavodo_manos_escuela-1,h1103g-Sí
lavodo_manos_escuela-2,h1103g-No
lavodo_manos_escuela-3,h1103g-No Sabe
leer_escribir_recado-1,h0318-Sí
leer_escribir_recado-2,h0318-No
lengua_espaniol-1,h0312-Sí
lengua_espaniol-2,h0312-No
lengua_indigena-1,h0311-Sí
lengua_indigena-2,h0311-No
lugar_atiende_presion-1,a0407-Instituto Mexicano del Seguro Social (IMSS).
lugar_atiende_presion-2,a0407-ISSSTE/ISSSTE Estatal.
lugar_atiende_presion-3,a0407-PEMEX.
lugar_atiende_presion-4,a0407-Defensa.
lugar_atiende_presion-5,a0407-Marina.
lugar_atiende_presion-6,a0407-Centro de Salud u Hospital de la SSA.
lugar_atiende_presion-7,a0407-IMSS Bienestar (antes Oportunidades).
lugar_atiende_presion-8,"a0407-DIF federal, estatal o municipal."
lugar_atiende_presion-9,a0407-Cruz Roja/Cruz Verde.
lugar_atiende_presion-10,a0407-Instituto Nacional de Salud.
lugar_atiende_presion-11,a0407-Organizaciones (ONG/OSC) que dan atención gratuita/Dispensar
lugar_atiende_presion-12,a0407-Consultorios pertenecientes a farmacias/Farmacias con consul
lugar_atiende_presion-13,a0407-Consultorio dentro de hospital privado.
lugar_atiende_presion-14,a0407-Área de urgencias/hospitalización dentro de hospital privado
lugar_atiende_presion-15,a0407-Atención privada en torre de consultorios médicos o en una c
lugar_atiende_presion-16,a0407-Consultorio en domicilio particular de médico privado.
lugar_atiende_presion-17,a0407-Atención privada en mi domicilio.
lugar_atiende_presion-18,"a0407-Atención privada vía remota (teléfono, mensajes de texto, te"
lugar_atiende_presion-19,a0407-Médico laboral (médico de la empresa).
lugar_atiende_presion-20,"a0407-Curandero, hierbero, naturista."
lugar_atiende_presion-21,"a0407-Homeópata, partera, acupunturista."
lugar_atiende_presion-22,a0407-Otro (especifique).
lugar_atiende_presion-23,a0407-No sabe / No recuerda.
lugar_atiende_presion-24,a0407-Ninguna.
lugar_cocinar_alimentos-1,h0107-en un pasillo o corredor?
lugar_cocinar_alimentos-2,h0107-en un tejabán o techito?
lugar_cocinar_alimentos-3,h0107-al aire libre?
lugar_cocinar_alimentos-4,h0107-¿No cocinan en esta vivienda?
lugar_encontraba_accidente-1,a1105-Hogar
lugar_encontraba_accidente-2,a1105-Escuela
lugar_encontraba_accidente-3,a1105-Trabajo
lugar_encontraba_accidente-4,a1105-Vía pública
lugar_encontraba_accidente-5,a1105-Campo
lugar_encontraba_accidente-6,"a1105-Antro, bar"
lugar_encontraba_accidente-7,a1105-Centro recreativo o deportivo
lugar_encontraba_accidente-8,a1105-Establecimiento comercial
lugar_encontraba_accidente-77,a1105-Otro (especifique)
lugar_encontraba_accidente-99,a1105-NS/NR
lugar_nacimiento-1,"h0306-Aquí, en este estado"
lugar_nacimiento-2,h0306-En otro estado
lugar_nacimiento-3,h0306-En Estados Unidos de América
lugar_nacimiento-4,h0306-En otro país
lugar_prueba_covid-1,h1203-Laboratorio o unidad de atención privada
lugar_prueba_covid-2,h1203-Kiosko o unidad de salud pública
lugar_prueba_covid-3,h1203-Prueba-auto-aplicada
lugar_prueba_covid-9,h1203-N/S/NR
lugar_violencia_fisica-1,a1204-Hogar
lugar_violencia_fisica-2,a1204-Escuela
lugar_violencia_fisica-3,a1204-Trabajo
lugar_violencia_fisica-4,a1204-Transporte público
lugar_violencia_fisica-5,a1204-Vía pública
lugar_violencia_fisica-6,a1204-Campo
lugar_violencia_fisica-7,a1204-Centro recreativo o deportivo
lugar_violencia_fisica-8,"a1204-Antro, bar"
lugar_violencia_fisica-9,a1204-Establecimiento comercial
lugar_violencia_fisica-77,a1204-Otro (especifique)
lugar_violencia_fisica-99,a1204-NS/NR
luz_electrica_vivienda-1,h0111-Sí
luz_electrica_vivienda-2,h0111-No
madre_col_trig_alto-1,a0705m-SI.
madre_col_trig_alto-2,a0705m-NO.
madre_col_trig_alto-9,a0705m-NO SABE.
madre_diab_azucar_alta-1,a0701m-SI.
madre_diab_azucar_alta-2,a0701m-NO.
madre_diab_azucar_alta-9,a0701m-NO SABE.
madre_presion_alta-1,a0702m-SI.
madre_presion_alta-2,a0702m-NO.
madre_presion_alta-9,a0702m-NO SABE.
madre_tuvo_infarto-1,a0703m-SI.
madre_tuvo_infarto-2,a0703m-NO.
madre_tuvo_infarto-9,a0703m-NO SABE.
materia_paredes_hogar-1,h0102-Material de desecho
materia_paredes_hogar-2,h0102-Lámina de cartón
materia_paredes_hogar-3,h0102-Lámina de asbesto o metálica
materia_paredes_hogar-4,"h0102-Carrizo, bambú o palma"
materia_paredes_hogar-5,"h0102-Embarro, bajareque o paja"
materia_paredes_hogar-6,h0102-Madera
materia_paredes_hogar-7,h0102-Adobe
materia_paredes_hogar-8,"h0102-Tabique, ladrillo,block, piedra, cantera, cemento o concreto"
material_piso_hogar-1,h0103-Tierra
material_piso_hogar-2,h0103-Cemento o firme
material_piso_hogar-3,"h0103-Madera, mosaico u otro recubrimiento"
material_techo_hogar-1,h0101-Material de desecho
material_techo_hogar-2,h0101-Lámina de cartón
material_techo_hogar-3,h0101-Lámina metálica
material_techo_hogar-4,h0101-Lámina de asbesto
material_techo_hogar-5,h0101-Palma o paja
material_techo_hogar-6,h0101-Madera o tejamanil
material_techo_hogar-7,h0101-Terrado con vigueria
material_techo_hogar-8,h0101-Teja
material_techo_hogar-9,h0101-Losa de concreto o viguetas con bovedilla
medicado_insulina_control_azucar-1,"a0307-Sí, solo insulina."
medicado_insulina_control_azucar-2,"a0307-Sí, solo pastillas."
medicado_insulina_control_azucar-3,"a0307-Sí, ambas."
medicado_insulina_control_azucar-4,a0307-Ninguno.
medicion_col_trig-1,a0603-SÍ.
medicion_col_trig-2,a0603-NO.
medicion_col_trig-9,a0603-No sabe.
medico_dicho_depresion-1,a0202-Sí
medico_dicho_depresion-2,a0202-No
medico_dicho_diabetes-1,a0301-SÍ.
medico_dicho_diabetes-2,"a0301-Sí, durante el embarazo  (solo mujeres, diabetes gestacional"
medico_dicho_diabetes-3,a0301-NO.
medidas_seguridad_escuela-1,h1103a-Sí
medidas_seguridad_escuela-2,h1103a-No
medidas_seguridad_escuela-3,h1103a-No Sabe
medio_calefaccion-1,h0123-Aparato o sistema de calefacción
medio_calefaccion-2,h0123-Calentón
medio_calefaccion-3,h0123-Resistencia
medio_calefaccion-4,h0123-Brasero
medio_calefaccion-5,h0123-Chimenea
medio_calefaccion-6,h0123-Otro
mes_diagnostico-1,h1207-Enero
mes_diagnostico-2,h1207-Febrero
mes_diagnostico-3,h1207-Marzo
mes_diagnostico-4,h1207-Abril
mes_diagnostico-5,h1207-Mayo
mes_diagnostico-6,h1207-Junio
mes_diagnostico-7,h1207-Julio
mes_diagnostico-8,h1207-Agosto
mes_diagnostico-9,h1207-Septiembre
mes_diagnostico-10,h1207-Octubre
mes_diagnostico-11,h1207-Noviembre
mes_diagnostico-12,h1207-Diciembre
mes_diagnostico-99,h1207-NS/NR
mes_nacimiento-1,h0304m-Enero
mes_nacimiento-2,h0304m-Febrero
mes_nacimiento-3,h0304m-Marzo
mes_nacimiento-4,h0304m-Abril
mes_nacimiento-5,h0304m-Mayo
mes_nacimiento-6,h0304m-Junio
mes_nacimiento-7,h0304m-Julio
mes_nacimiento-8,h0304m-Agosto
mes_nacimiento-9,h0304m-Septiembre
mes_nacimiento-10,h0304m-Octubre
mes_nacimiento-11,h0304m-Noviembre
mes_nacimiento-12,h0304m-Diciembre
mes_nacimiento-99,h0304m-No sabe
mes_regreso_al_trabajo-1,h1502m-Enero
mes_regreso_al_trabajo-2,h1502m-Febrero
mes_regreso_al_trabajo-3,h1502m-Marzo
mes_regreso_al_trabajo-4,h1502m-Abril
mes_regreso_al_trabajo-5,h1502m-Mayo
mes_regreso_al_trabajo-6,h1502m-Junio
mes_regreso_al_trabajo-7,h1502m-Julio
mes_regreso_al_trabajo-8,h1502m-Agosto
mes_regreso_al_trabajo-9,h1502m-Septiembre
mes_regreso_al_trabajo-10,h1502m-Octubre
mes_regreso_al_trabajo-11,h1502m-Noviembre
mes_regreso_al_trabajo-12,h1502m-Diciembre
mes_regreso_al_trabajo-66,h1502m-Nunca dejó de asistir a su trabajo
mes_vacuna_primera_dosis-1,h16041m-Enero
mes_vacuna_primera_dosis-2,h16041m-Febrero
mes_vacuna_primera_dosis-3,h16041m-Marzo
mes_vacuna_primera_dosis-4,h16041m-Abril
mes_vacuna_primera_dosis-5,h16041m-Mayo
mes_vacuna_primera_dosis-6,h16041m-Junio
mes_vacuna_primera_dosis-7,h16041m-Julio
mes_vacuna_primera_dosis-8,h16041m-Agosto
mes_vacuna_primera_dosis-9,h16041m-Septiembre
mes_vacuna_primera_dosis-10,h16041m-Octubre
mes_vacuna_primera_dosis-11,h16041m-Noviembre
mes_vacuna_primera_dosis-12,h16041m-Diciembre
mes_vacuna_primera_dosis-99,h16041m-No recuerda
mes_vacuna_segunda_dosis-1,h16042m-Enero
mes_vacuna_segunda_dosis-2,h16042m-Febrero
mes_vacuna_segunda_dosis-3,h16042m-Marzo
mes_vacuna_segunda_dosis-4,h16042m-Abril
mes_vacuna_segunda_dosis-5,h16042m-Mayo
mes_vacuna_segunda_dosis-6,h16042m-Junio
mes_vacuna_segunda_dosis-7,h16042m-Julio
mes_vacuna_segunda_dosis-8,h16042m-Agosto
mes_vacuna_segunda_dosis-9,h16042m-Septiembre
mes_vacuna_segunda_dosis-10,h16042m-Octubre
mes_vacuna_segunda_dosis-11,h16042m-Noviembre
mes_vacuna_segunda_dosis-12,h16042m-Diciembre
mes_vacuna_segunda_dosis-99,h16042m-No recuerda
mes_vacuna_unica_dosis-1,h1604um-Enero
mes_vacuna_unica_dosis-2,h1604um-Febrero
mes_vacuna_unica_dosis-3,h1604um-Marzo
mes_vacuna_unica_dosis-4,h1604um-Abril
mes_vacuna_unica_dosis-5,h1604um-Mayo
mes_vacuna_unica_dosis-6,h1604um-Junio
mes_vacuna_unica_dosis-7,h1604um-Julio
mes_vacuna_unica_dosis-8,h1604um-Agosto
mes_vacuna_unica_dosis-9,h1604um-Septiembre
mes_vacuna_unica_dosis-10,h1604um-Octubre
mes_vacuna_unica_dosis-11,h1604um-Noviembre
mes_vacuna_unica_dosis-12,h1604um-Diciembre
mes_vacuna_unica_dosis-99,h1604um-No recuerda
meses_embarazo-99,an07-No sabe
molestia_1_post_vacuna-1,h1606a-Dolor en el brazo
molestia_1_post_vacuna-2,h1606a-Dolor de cabeza
molestia_1_post_vacuna-3,h1606a-Fiebre
molestia_1_post_vacuna-4,h1606a-Cansancio
molestia_1_post_vacuna-5,h1606a-Dolor de cuerpo
molestia_1_post_vacuna-6,h1606a-Otro (especificar)
molestia_1_post_vacuna-7,h1606a-No tuve ninguna molestia
molestia_1_post_vacuna-8,h1606a-NS/NR
molestia_2_post_vacuna-1,h1606b-Dolor en el brazo
molestia_2_post_vacuna-2,h1606b-Dolor de cabeza
molestia_2_post_vacuna-3,h1606b-Fiebre
molestia_2_post_vacuna-4,h1606b-Cansancio
molestia_2_post_vacuna-5,h1606b-Dolor de cuerpo
molestia_2_post_vacuna-6,h1606b-Otro (especificar)
molestia_2_post_vacuna-7,h1606b-No tuve ninguna molestia
molestia_2_post_vacuna-8,h1606b-NS/NR
molestia_3_post_vacuna-1,h1606c-Dolor en el brazo
molestia_3_post_vacuna-2,h1606c-Dolor de cabeza
molestia_3_post_vacuna-3,h1606c-Fiebre
molestia_3_post_vacuna-4,h1606c-Cansancio
molestia_3_post_vacuna-5,h1606c-Dolor de cuerpo
molestia_3_post_vacuna-6,h1606c-Otro (especificar)
molestia_3_post_vacuna-7,h1606c-No tuve ninguna molestia
molestia_3_post_vacuna-8,h1606c-NS/NR
molestia_4_post_vacuna-1,h1606d-Dolor en el brazo
molestia_4_post_vacuna-2,h1606d-Dolor de cabeza
molestia_4_post_vacuna-3,h1606d-Fiebre
molestia_4_post_vacuna-4,h1606d-Cansancio
molestia_4_post_vacuna-5,h1606d-Dolor de cuerpo
molestia_4_post_vacuna-6,h1606d-Otro (especificar)
molestia_4_post_vacuna-7,h1606d-No tuve ninguna molestia
molestia_4_post_vacuna-8,h1606d-NS/NR
molestia_5_post_vacuna-1,h1606e1-Dolor en el brazo
molestia_5_post_vacuna-2,h1606e1-Dolor de cabeza
molestia_5_post_vacuna-3,h1606e1-Fiebre
molestia_5_post_vacuna-4,h1606e1-Cansancio
molestia_5_post_vacuna-5,h1606e1-Dolor de cuerpo
molestia_5_post_vacuna-6,h1606e1-Otro (especificar)
molestia_5_post_vacuna-7,h1606e1-No tuve ninguna molestia
molestia_5_post_vacuna-8,h1606e1-NS/NR
molestias_falta_agua-1,h0809-Nunca (0 veces en las últimas 4 semanas)
molestias_falta_agua-2,h0809-Raramente (1-2 veces en las últimas 4 semanas)
molestias_falta_agua-3,h0809-A veces (3-10 veces en las últimas 4 semanas)
molestias_falta_agua-4,h0809-Frecuentemente (11-20 veces en las últimas 4 semana)
molestias_falta_agua-5,h0809-Siempre (Más de 20 veces en las últimas 4 semanas)
molestias_falta_agua-88,h0809-No aplica
molestias_falta_agua-99,h0809-No sabe
mostrar_cartilla_vacunacion-1,a0914-Sí mostró la Cartilla Nacional de Salud (Adultos mayores de
mostrar_cartilla_vacunacion-2,a0914-Sí mostró documento probatorio o comprobante.
mostrar_cartilla_vacunacion-3,"a0914-Sí la tiene, pero no la mostró."
mostrar_cartilla_vacunacion-4,a0914-No tiene cartilla.
mostrar_cartilla_vacunacion-5,"a0914-Sí mostró la Cartilla, pero no tiene información."
motivo_1_no_atencion-1,h0405a-Decidió que no era necesario buscar atención porque no era t
motivo_1_no_atencion-2,h0405a-No hay dónde atenderse
motivo_1_no_atencion-3,h0405a-Está muy lejos el lugar más cercano donde se brinda atención
motivo_1_no_atencion-4,h0405a-Es caro / No tenía dinero
motivo_1_no_atencion-5,h0405a-No había servicio en el horario en que lo necesitaba
motivo_1_no_atencion-6,h0405a-No tuvo tiempo
motivo_1_no_atencion-7,h0405a-No tuvo quién lo(a) llevara o acompañara
motivo_1_no_atencion-8,h0405a-Quien brinda la atención no me inspira confianza / no es ama
motivo_1_no_atencion-9,h0405a-Los trámites son muy tardados
motivo_1_no_atencion-10,"h0405a-El tiempo de espera para pasar a consulta, por lo común, es"
motivo_1_no_atencion-11,h0405a-Miedo a contraer COVID-19/miedo a salir de casa
motivo_1_no_atencion-12,h0405a-Me reprogramaron la cita
motivo_1_no_atencion-13,h0405a-Otro (especifica)
motivo_1_no_atencion-99,h0405a-No sabe
motivo_no_mostrar_cartilla-1,a0915-No se la han dado.
motivo_no_mostrar_cartilla-2,a0915-La extravió.
motivo_no_mostrar_cartilla-3,a0915-No le han dado la reposición.
motivo_no_mostrar_cartilla-4,a0915-No la tiene disponible en este momento.
motivo_no_mostrar_cartilla-5,a0915-Vivienda afectada por sismo u otro desastre natural.
motivo_no_mostrar_cartilla-6,a0915-Otra.
motivo_no_mostrar_cartilla-9,a0915-No sabe.
motivo_no_vacunacion-1,h1607-No he (ha) sido elegible
motivo_no_vacunacion-2,h1607-Sí me (le) toca/soy (es) elegible pero no ha llegado la vacu
motivo_no_vacunacion-3,h1607-Creo(e) que la vacuna no sirve
motivo_no_vacunacion-4,h1607-Creo(e) que la vacuna tiene efectos adversos/consecuencias n
motivo_no_vacunacion-5,h1607-Me (Le) quedaba muy lejos
motivo_no_vacunacion-6,h1607-La fila era muy larga
motivo_no_vacunacion-7,"h1607-COVID no es un problema, no existe"
motivo_no_vacunacion-8,"h1607-Prefiero(e) esperar, ver cómo avanza esto"
motivo_no_vacunacion-9,"h1607-No confío(a) en el sistema, en el gobierno"
motivo_no_vacunacion-10,h1607-Porque no me(le) dejaron salir en mi(su) trabajo
motivo_no_vacunacion-11,h1607-Porque tengo (tiene) una discapacidad
motivo_no_vacunacion-12,h1607-Porque no tuve(o) quién me(le) acompañara
motivo_no_vacunacion-88,h1607-Otro (especificar)
motivo_violencia_1-1,a1203a-Robo o asalto
motivo_violencia_1-2,a1203a-Incidente de tránsito
motivo_violencia_1-3,a1203a-Riña con desconocidos
motivo_violencia_1-4,a1203a-Riña con conocidos
motivo_violencia_1-5,a1203a-Secuestro
motivo_violencia_1-6,a1203a-Detención
motivo_violencia_1-10,a1203a-Violencia familiar
motivo_violencia_1-11,a1203a-Violencia por novio/pareja/esposo
motivo_violencia_1-12,a1203a-Intento de suicidio
motivo_violencia_1-77,a1203a-Otro (especifique)
motivo_violencia_1-99,a1203a-NS/NR
muestra_jabon-1,"h0116-Sí, mostrado"
muestra_jabon-2,"h0116-No, mostrado"
municipio_aplicacion-1,h1603-En el municipio donde actualmente vivo
municipio_aplicacion-2,h1603-En otro lugar (especificar)
necesidad_atendida-1,h0406-Sí
necesidad_atendida-2,h0406-No
necesidad_salud-1,h0401-Sí
necesidad_salud-2,h0401-No
neumo_revacuna_dosis_administrada-1,a09223a-Sí.
neumo_revacuna_dosis_administrada-2,a09223a-NO.
neumo_unica_dosis-1,a09221a-Sí.
neumo_unica_dosis-2,a09221a-NO.
neumo_unica_dosis_administrada-1,a09222a-Sí.
neumo_unica_dosis_administrada-2,a09222a-NO.
neumo_unica_dosis_institucion-1,a09221c-Seguro Social (IMSS).
neumo_unica_dosis_institucion-2,a09221c-ISSSTE.
neumo_unica_dosis_institucion-3,a09221c-ISSSTE Estatal.
neumo_unica_dosis_institucion-4,a09221c-Pemex.
neumo_unica_dosis_institucion-5,a09221c-Defensa.
neumo_unica_dosis_institucion-6,a09221c-Marina.
neumo_unica_dosis_institucion-7,a09221c-Centro de Salud u Hospital de la SSA.
neumo_unica_dosis_institucion-8,a09221c-IMSS Bienestar (antes Prospera).
neumo_unica_dosis_institucion-9,a09221c-Consultorios dependientes de farmacias.
neumo_unica_dosis_institucion-10,"a09221c-Consultorio, clínica u hospital privado."
neumo_unica_dosis_institucion-11,a09221c-Escuela.
neumo_unica_dosis_institucion-12,a09221c-Otro lugar (especifica).
neumo_unica_dosis_institucion-99,a09221c-No sabe / No recuerda.
no_banio_falta_agua-1,h0807-Nunca (0 veces en las últimas 4 semanas)
no_banio_falta_agua-2,h0807-Raramente (1-2 veces en las últimas 4 semanas)
no_banio_falta_agua-3,h0807-A veces (3-10 veces en las últimas 4 semanas)
no_banio_falta_agua-4,h0807-Frecuentemente (11-20 veces en las últimas 4 semana)
no_banio_falta_agua-5,h0807-Siempre (Más de 20 veces en las últimas 4 semanas)
no_banio_falta_agua-88,h0807-No aplica
no_banio_falta_agua-99,h0807-No sabe
no_comio_alimentos_adulto-1,h0705-Sí
no_comio_alimentos_adulto-2,h0705-No
no_comio_alimentos_adulto-8,h0705-No responde
no_comio_alimentos_adulto-9,h0705-No sabe
no_comio_alimentos_menor-1,h0712-Sí
no_comio_alimentos_menor-2,h0712-No
no_comio_alimentos_menor-8,h0712-No responde
no_comio_alimentos_menor-9,h0712-No sabe
no_durmio_falta_agua-1,h0810-Nunca (0 veces en las últimas 4 semanas)
no_durmio_falta_agua-2,h0810-Raramente (1-2 veces en las últimas 4 semanas)
no_durmio_falta_agua-3,h0810-A veces (3-10 veces en las últimas 4 semanas)
