"subcategoria","var","var_alias","description","visibility","var_type","is_category"
"Industrias manufactureras","326290_2022","Hule_2022","Fabricación de otros productos de hule","visible","integer",FALSE
"Industrias manufactureras","327111_2022","Alfarería_2022","Fabricación de artículos de alfarería, porcelana y loza","visible","integer",FALSE
"Industrias manufactureras","327112_2022","Muebles_2022","Fabricación de muebles de baño","visible","integer",FALSE
"Industrias manufactureras","327121_2022","Ladrillos_2022","Fabricación de ladrillos no refractarios","visible","integer",FALSE
"Industrias manufactureras","327122_2022","Azulejos_2022","Fabricación de azulejos y losetas no refractarias","visible","integer",FALSE
"Industrias manufactureras","327123_2022","Productos_2022","Fabricación de productos refractarios","visible","integer",FALSE
"Industrias manufactureras","327211_2022","Vidrio_2022","Fabricación de vidrio","visible","integer",FALSE
"Industrias manufactureras","327212_2022","Espejos_2022","Fabricación de espejos","visible","integer",FALSE
"Industrias manufactureras","327213_2022","Envases_2022","Fabricación de envases y ampolletas de vidrio","visible","integer",FALSE
"Industrias manufactureras","327214_2022","Fibra_2022","Fabricación de fibra de vidrio","visible","integer",FALSE
"Industrias manufactureras","327215_2022","Vidrio_2022","Fabricación de artículos de vidrio de uso doméstico","visible","integer",FALSE
"Industrias manufactureras","327216_2022","Vidrio_2022","Fabricación de artículos de vidrio de uso industrial y comercial","visible","integer",FALSE
"Industrias manufactureras","327219_2022","Vidrio_2022","Fabricación de otros productos de vidrio","visible","integer",FALSE
"Industrias manufactureras","327310_2022","Cemento_2022","Fabricación de cemento y productos a base de cemento en plantas integradas","visible","integer",FALSE
"Industrias manufactureras","327320_2022","Concreto_2022","Fabricación de concreto","visible","integer",FALSE
"Industrias manufactureras","327330_2022","Tubos_2022","Fabricación de tubos y bloques de cemento y concreto","visible","integer",FALSE
"Industrias manufactureras","327391_2022","Productos_2022","Fabricación de productos preesforzados de concreto","visible","integer",FALSE
"Industrias manufactureras","327399_2022","Cemento_2022","Fabricación de otros productos de cemento y concreto","visible","integer",FALSE
"Industrias manufactureras","327410_2022","Cal_2022","Fabricación de cal","visible","integer",FALSE
"Industrias manufactureras","327420_2022","Yeso_2022","Fabricación de yeso y productos de yeso","visible","integer",FALSE
"Industrias manufactureras","327910_2022","Productos_2022","Fabricación de productos abrasivos","visible","integer",FALSE
"Industrias manufactureras","327991_2022","Productos_2022","Fabricación de productos a base de piedras de cantera","visible","integer",FALSE
"Industrias manufactureras","327999_2022","Productos_2022","Fabricación de otros productos a base de minerales no metálicos","visible","integer",FALSE
"Industrias manufactureras","331111_2022","Complejos_2022","Complejos siderúrgicos","visible","integer",FALSE
"Industrias manufactureras","331112_2022","Desbastes_2022","Fabricación de desbastes primarios y ferroaleaciones","visible","integer",FALSE
"Industrias manufactureras","331210_2022","Tubos_2022","Fabricación de tubos y postes de hierro y acero","visible","integer",FALSE
"Industrias manufactureras","331220_2022","Hierro_2022","Fabricación de otros productos de hierro y acero","visible","integer",FALSE
"Industrias manufactureras","331310_2022","Industria_2022","Industria básica del aluminio","visible","integer",FALSE
"Industrias manufactureras","331411_2022","Fundición_2022","Fundición y refinación de cobre","visible","integer",FALSE
"Industrias manufactureras","331412_2022","Fundición_2022","Fundición y refinación de metales preciosos","visible","integer",FALSE
"Industrias manufactureras","331419_2022","Fundición_2022","Fundición y refinación de otros metales no ferrosos","visible","integer",FALSE
"Industrias manufactureras","331420_2022","Laminación_2022","Laminación secundaria de cobre","visible","integer",FALSE
"Industrias manufactureras","331490_2022","Laminación_2022","Laminación secundaria de otros metales no ferrosos","visible","integer",FALSE
"Industrias manufactureras","331510_2022","Moldeo_2022","Moldeo por fundición de piezas de hierro y acero","visible","integer",FALSE
"Industrias manufactureras","331520_2022","Moldeo_2022","Moldeo por fundición de piezas metálicas no ferrosas","visible","integer",FALSE
"Industrias manufactureras","332110_2022","Productos_2022","Fabricación de productos metálicos forjados y troquelados","visible","integer",FALSE
"Industrias manufactureras","332211_2022","Herramient_2022","Fabricación de herramientas de mano metálicas sin motor","visible","integer",FALSE
"Industrias manufactureras","332212_2022","Utensilios_2022","Fabricación de utensilios de cocina metálicos","visible","integer",FALSE
"Industrias manufactureras","332310_2022","Estructura_2022","Fabricación de estructuras metálicas","visible","integer",FALSE
"Industrias manufactureras","332320_2022","Herrería_2022","Fabricación de productos de herrería","visible","integer",FALSE
"Industrias manufactureras","332410_2022","Calderas_2022","Fabricación de calderas industriales","visible","integer",FALSE
"Industrias manufactureras","332420_2022","Tanques_2022","Fabricación de tanques metálicos de calibre grueso","visible","integer",FALSE
"Industrias manufactureras","332430_2022","Envases_2022","Fabricación de envases metálicos de calibre ligero","visible","integer",FALSE
"Industrias manufactureras","332510_2022","Herrajes_2022","Fabricación de herrajes y cerraduras","visible","integer",FALSE
"Industrias manufactureras","332610_2022","Alambre_2022","Fabricación de alambre, productos de alambre y resortes","visible","integer",FALSE
"Industrias manufactureras","332710_2022","Maquinado_2022","Maquinado de piezas para maquinaria y equipo en general","visible","integer",FALSE
"Industrias manufactureras","332720_2022","Tornillos_2022","Fabricación de tornillos, tuercas, remaches y similares","visible","integer",FALSE
"Industrias manufactureras","332810_2022","Recubrimie_2022","Recubrimientos y terminados metálicos","visible","integer",FALSE
"Industrias manufactureras","332910_2022","Válvulas_2022","Fabricación de válvulas metálicas","visible","integer",FALSE
"Industrias manufactureras","332991_2022","Baleros_2022","Fabricación de baleros o rodamientos","visible","integer",FALSE
"Industrias manufactureras","332999_2022","Productos_2022","Fabricación de otros productos metálicos","visible","integer",FALSE
"Industrias manufactureras","333111_2022","Maquinaria_2022","Fabricación de maquinaria y equipo agrícola","visible","integer",FALSE
"Industrias manufactureras","333112_2022","Maquinaria_2022","Fabricación de maquinaria y equipo pecuario","visible","integer",FALSE
"Industrias manufactureras","333120_2022","Maquinaria_2022","Fabricación de maquinaria y equipo para la construcción","visible","integer",FALSE
"Industrias manufactureras","333130_2022","Maquinaria_2022","Fabricación de maquinaria y equipo para la industria extractiva","visible","integer",FALSE
"Industrias manufactureras","333241_2022","Maquinaria_2022","Fabricación de maquinaria y equipo para la industria de la madera","visible","integer",FALSE
"Industrias manufactureras","333242_2022","Maquinaria_2022","Fabricación de maquinaria y equipo para la industria del hule y del plástico","visible","integer",FALSE
"Industrias manufactureras","333243_2022","Maquinaria_2022","Fabricación de maquinaria y equipo para la industria alimentaria y de las bebidas","visible","integer",FALSE
"Industrias manufactureras","333244_2022","Maquinaria_2022","Fabricación de maquinaria y equipo para la industria textil","visible","integer",FALSE
"Industrias manufactureras","333245_2022","Maquinaria_2022","Fabricación de maquinaria y equipo para la industria de la impresión","visible","integer",FALSE
"Industrias manufactureras","333246_2022","Maquinaria_2022","Fabricación de maquinaria y equipo para la industria del vidrio y otros minerales no metálicos","visible","integer",FALSE
"Industrias manufactureras","333249_2022","Maquinaria_2022","Fabricación de maquinaria y equipo para otras industrias manufactureras","visible","integer",FALSE
"Industrias manufactureras","333311_2022","Aparatos_2022","Fabricación de aparatos fotográficos","visible","integer",FALSE
"Industrias manufactureras","333312_2022","Máquinas_2022","Fabricación de máquinas fotocopiadoras","visible","integer",FALSE
"Industrias manufactureras","333319_2022","Maquinaria_2022","Fabricación de otra maquinaria y equipo para el comercio y los servicios","visible","integer",FALSE
"Industrias manufactureras","333411_2022","Aire_2022","Fabricación de equipo de aire acondicionado y calefacción","visible","integer",FALSE
"Industrias manufactureras","333412_2022","Refrigerac_2022","Fabricación de equipo de refrigeración industrial y comercial","visible","integer",FALSE
"Industrias manufactureras","333510_2022","Maquinaria_2022","Fabricación de maquinaria y equipo para la industria metalmecánica","visible","integer",FALSE
"Industrias manufactureras","333610_2022","Motores_2022","Fabricación de motores de combustión interna, turbinas y transmisiones","visible","integer",FALSE
"Industrias manufactureras","333910_2022","Bombas_2022","Fabricación de bombas y sistemas de bombeo","visible","integer",FALSE
"Industrias manufactureras","333920_2022","Maquinaria_2022","Fabricación de maquinaria y equipo para levantar y trasladar","visible","integer",FALSE
"Industrias manufactureras","333991_2022","Equipo_2022","Fabricación de equipo para soldar y soldaduras","visible","integer",FALSE
"Industrias manufactureras","333992_2022","Maquinaria_2022","Fabricación de maquinaria y equipo para envasar y empacar","visible","integer",FALSE
"Industrias manufactureras","333993_2022","Aparatos_2022","Fabricación de aparatos e instrumentos para pesar","visible","integer",FALSE
