"subcategoria","var","var_alias","description","visibility","var_type","is_category"
"Industrias manufactureras","332910_2021","Válvulas_2021","Fabricación de válvulas metálicas","visible","integer",FALSE
"Industrias manufactureras","332991_2021","Baleros_2021","Fabricación de baleros o rodamientos","visible","integer",FALSE
"Industrias manufactureras","332999_2021","Productos_2021","Fabricación de otros productos metálicos","visible","integer",FALSE
"Industrias manufactureras","333111_2021","Maquinaria_2021","Fabricación de maquinaria y equipo agrícola","visible","integer",FALSE
"Industrias manufactureras","333112_2021","Maquinaria_2021","Fabricación de maquinaria y equipo pecuario","visible","integer",FALSE
"Industrias manufactureras","333120_2021","Maquinaria_2021","Fabricación de maquinaria y equipo para la construcción","visible","integer",FALSE
"Industrias manufactureras","333130_2021","Maquinaria_2021","Fabricación de maquinaria y equipo para la industria extractiva","visible","integer",FALSE
"Industrias manufactureras","333241_2021","Maquinaria_2021","Fabricación de maquinaria y equipo para la industria de la madera","visible","integer",FALSE
"Industrias manufactureras","333242_2021","Maquinaria_2021","Fabricación de maquinaria y equipo para la industria del hule y del plástico","visible","integer",FALSE
"Industrias manufactureras","333243_2021","Maquinaria_2021","Fabricación de maquinaria y equipo para la industria alimentaria y de las bebidas","visible","integer",FALSE
"Industrias manufactureras","333244_2021","Maquinaria_2021","Fabricación de maquinaria y equipo para la industria textil","visible","integer",FALSE
"Industrias manufactureras","333245_2021","Maquinaria_2021","Fabricación de maquinaria y equipo para la industria de la impresión","visible","integer",FALSE
"Industrias manufactureras","333246_2021","Maquinaria_2021","Fabricación de maquinaria y equipo para la industria del vidrio y otros minerales no metálicos","visible","integer",FALSE
"Industrias manufactureras","333249_2021","Maquinaria_2021","Fabricación de maquinaria y equipo para otras industrias manufactureras","visible","integer",FALSE
"Industrias manufactureras","333311_2021","Aparatos_2021","Fabricación de aparatos fotográficos","visible","integer",FALSE
"Industrias manufactureras","333312_2021","Máquinas_2021","Fabricación de máquinas fotocopiadoras","visible","integer",FALSE
"Industrias manufactureras","333319_2021","Maquinaria_2021","Fabricación de otra maquinaria y equipo para el comercio y los servicios","visible","integer",FALSE
"Industrias manufactureras","333411_2021","Aire_2021","Fabricación de equipo de aire acondicionado y calefacción","visible","integer",FALSE
"Industrias manufactureras","333412_2021","Refrigerac_2021","Fabricación de equipo de refrigeración industrial y comercial","visible","integer",FALSE
"Industrias manufactureras","333510_2021","Maquinaria_2021","Fabricación de maquinaria y equipo para la industria metalmecánica","visible","integer",FALSE
"Industrias manufactureras","333610_2021","Motores_2021","Fabricación de motores de combustión interna, turbinas y transmisiones","visible","integer",FALSE
"Industrias manufactureras","333910_2021","Bombas_2021","Fabricación de bombas y sistemas de bombeo","visible","integer",FALSE
"Industrias manufactureras","333920_2021","Maquinaria_2021","Fabricación de maquinaria y equipo para levantar y trasladar","visible","integer",FALSE
"Industrias manufactureras","333991_2021","Equipo_2021","Fabricación de equipo para soldar y soldaduras","visible","integer",FALSE
"Industrias manufactureras","333992_2021","Maquinaria_2021","Fabricación de maquinaria y equipo para envasar y empacar","visible","integer",FALSE
"Industrias manufactureras","333993_2021","Aparatos_2021","Fabricación de aparatos e instrumentos para pesar","visible","integer",FALSE
"Industrias manufactureras","333999_2021","Maquinaria_2021","Fabricación de otra maquinaria y equipo para la industria en general","visible","integer",FALSE
"Industrias manufactureras","334110_2021","Computador_2021","Fabricación de computadoras y equipo periférico","visible","integer",FALSE
"Industrias manufactureras","334210_2021","Equipo_2021","Fabricación de equipo telefónico","visible","integer",FALSE
"Industrias manufactureras","334220_2021","Transmisió_2021","Fabricación de equipo de transmisión y recepción de señales de radio y televisión, y equipo de comunicación inalámbrico","visible","integer",FALSE
"Industrias manufactureras","334290_2021","Equipos_2021","Fabricación de otros equipos de comunicación","visible","integer",FALSE
"Industrias manufactureras","334310_2021","Audio_2021","Fabricación de equipo de audio y de video","visible","integer",FALSE
"Industrias manufactureras","334410_2021","Componente_2021","Fabricación de componentes electrónicos","visible","integer",FALSE
"Industrias manufactureras","334511_2021","Relojes_2021","Fabricación de relojes","visible","integer",FALSE
"Industrias manufactureras","334519_2021","Instrument_2021","Fabricación de otros instrumentos de medición, control, navegación, y equipo médico electrónico","visible","integer",FALSE
"Industrias manufactureras","334610_2021","Fabricació_2021","Fabricación y reproducción de medios magnéticos y ópticos","visible","integer",FALSE
NA,"335110_2021","NA_2021",NA,"visible","integer",FALSE
NA,"335120_2021","NA_2021",NA,"visible","integer",FALSE
"Industrias manufactureras","335210_2021","Enseres_2021","Fabricación de enseres electrodomésticos menores","visible","integer",FALSE
"Industrias manufactureras","335220_2021","Aparatos_2021","Fabricación de aparatos de línea blanca","visible","integer",FALSE
"Industrias manufactureras","335311_2021","Motores_2021","Fabricación de motores y generadores eléctricos","visible","integer",FALSE
"Industrias manufactureras","335312_2021","Equipo_2021","Fabricación de equipo y aparatos de distribución de energía eléctrica","visible","integer",FALSE
"Industrias manufactureras","335910_2021","Acumulador_2021","Fabricación de acumuladores y pilas","visible","integer",FALSE
"Industrias manufactureras","335920_2021","Cables_2021","Fabricación de cables de conducción eléctrica","visible","integer",FALSE
"Industrias manufactureras","335930_2021","Enchufes_2021","Fabricación de enchufes, contactos, fusibles y otros accesorios para instalaciones eléctricas","visible","integer",FALSE
"Industrias manufactureras","335991_2021","Productos_2021","Fabricación de productos eléctricos de carbón y grafito","visible","integer",FALSE
"Industrias manufactureras","335999_2021","Productos_2021","Fabricación de otros productos eléctricos","visible","integer",FALSE
"Industrias manufactureras","336110_2021","Automóvile_2021","Fabricación de automóviles y camionetas","visible","integer",FALSE
"Industrias manufactureras","336120_2021","Camiones_2021","Fabricación de camiones y tractocamiones","visible","integer",FALSE
"Industrias manufactureras","336210_2021","Carrocería_2021","Fabricación de carrocerías y remolques","visible","integer",FALSE
"Industrias manufactureras","336310_2021","Motores_2021","Fabricación de motores y sus partes para vehículos automotrices","visible","integer",FALSE
"Industrias manufactureras","336320_2021","Equipo_2021","Fabricación de equipo eléctrico y electrónico y sus partes para vehículos automotores","visible","integer",FALSE
"Industrias manufactureras","336330_2021","Partes_2021","Fabricación de partes de sistemas de dirección y de suspensión para vehículos automotrices","visible","integer",FALSE
"Industrias manufactureras","336340_2021","Partes_2021","Fabricación de partes de sistemas de frenos para vehículos automotrices","visible","integer",FALSE
"Industrias manufactureras","336350_2021","Partes_2021","Fabricación de partes de sistemas de transmisión para vehículos automotores","visible","integer",FALSE
"Industrias manufactureras","336360_2021","Asientos_2021","Fabricación de asientos y accesorios interiores para vehículos automotores","visible","integer",FALSE
"Industrias manufactureras","336370_2021","Piezas_2021","Fabricación de piezas metálicas troqueladas para vehículos automotrices","visible","integer",FALSE
"Industrias manufactureras","336390_2021","Partes_2021","Fabricación de otras partes para vehículos automotrices","visible","integer",FALSE
"Industrias manufactureras","336410_2021","Equipo_2021","Fabricación de equipo aeroespacial","visible","integer",FALSE
"Industrias manufactureras","336510_2021","Equipo_2021","Fabricación de equipo ferroviario","visible","integer",FALSE
"Industrias manufactureras","336610_2021","Embarcacio_2021","Fabricación de embarcaciones","visible","integer",FALSE
"Industrias manufactureras","336991_2021","Motociclet_2021","Fabricación de motocicletas","visible","integer",FALSE
"Industrias manufactureras","336992_2021","Bicicletas_2021","Fabricación de bicicletas y triciclos","visible","integer",FALSE
"Industrias manufactureras","336999_2021","Transporte_2021","Fabricación de otro equipo de transporte","visible","integer",FALSE
"Industrias manufactureras","337110_2021","Cocinas_2021","Fabricación de cocinas integrales y muebles modulares de baño","visible","integer",FALSE
"Industrias manufactureras","337120_2021","Muebles_2021","Fabricación de muebles, excepto cocinas integrales, muebles modulares de baño y muebles de oficina y estantería","visible","integer",FALSE
"Industrias manufactureras","337210_2021","Muebles_2021","Fabricación de muebles de oficina y estantería","visible","integer",FALSE
"Industrias manufactureras","337910_2021","Colchones_2021","Fabricación de colchones","visible","integer",FALSE
"Industrias manufactureras","337920_2021","Persianas_2021","Fabricación de persianas y cortineros","visible","integer",FALSE
"Industrias manufactureras","339111_2021","Equipo_2021","Fabricación de equipo no electrónico para uso médico, dental y para laboratorio","visible","integer",FALSE
"Industrias manufactureras","339112_2021","Material_2021","Fabricación de material desechable de uso médico","visible","integer",FALSE
"Industrias manufactureras","339113_2021","Artículos_2021","Fabricación de artículos oftálmicos","visible","integer",FALSE
"Industrias manufactureras","339911_2021","Acuñación_2021","Acuñación e impresión de monedas","visible","integer",FALSE
"Industrias manufactureras","339912_2021","Orfebrería_2021","Orfebrería y joyería de metales y piedras preciosos","visible","integer",FALSE
"Industrias manufactureras","339913_2021","Joyería_2021","Joyería de metales y piedras no preciosos y de otros materiales","visible","integer",FALSE
"Industrias manufactureras","339914_2021","Metalister_2021","Metalistería de metales no preciosos","visible","integer",FALSE
"Industrias manufactureras","339920_2021","Artículos_2021","Fabricación de artículos deportivos","visible","integer",FALSE
"Industrias manufactureras","339930_2021","Juguetes_2021","Fabricación de juguetes","visible","integer",FALSE
"Industrias manufactureras","339940_2021","Artículos_2021","Fabricación de artículos y accesorios para escritura, pintura, dibujo y actividades de oficina","visible","integer",FALSE
"Industrias manufactureras","339950_2021","Anuncios_2021","Fabricación de anuncios y señalamientos","visible","integer",FALSE
"Industrias manufactureras","339991_2021","Instrument_2021","Fabricación de instrumentos musicales","visible","integer",FALSE
"Industrias manufactureras","339992_2021","Cierres_2021","Fabricación de cierres, botones y agujas","visible","integer",FALSE
"Industrias manufactureras","339993_2021","Escobas_2021","Fabricación de escobas, cepillos y similares","visible","integer",FALSE
"Industrias manufactureras","339994_2021","Velas_2021","Fabricación de velas y veladoras","visible","integer",FALSE
"Industrias manufactureras","339995_2021","Ataúdes_2021","Fabricación de ataúdes","visible","integer",FALSE
"Industrias manufactureras","339999_2021","Manufactur_2021","Otras industrias manufactureras","visible","integer",FALSE
"Comercio al por mayor","431110_2021","Abarrotes_2021","Comercio al por mayor de abarrotes","visible","integer",FALSE
"Comercio al por mayor","431121_2021","Carnes_2021","Comercio al por mayor de carnes rojas","visible","integer",FALSE
"Comercio al por mayor","431122_2021","Carne_2021","Comercio al por mayor de carne de aves","visible","integer",FALSE
"Comercio al por mayor","431123_2021","Pescados_2021","Comercio al por mayor de pescados y mariscos","visible","integer",FALSE
"Comercio al por mayor","431130_2021","Frutas_2021","Comercio al por mayor de frutas y verduras frescas","visible","integer",FALSE
"Comercio al por mayor","431140_2021","Huevo_2021","Comercio al por mayor de huevo","visible","integer",FALSE
"Comercio al por mayor","431150_2021","Semillas_2021","Comercio al por mayor de semillas y granos alimenticios, especias y chiles secos","visible","integer",FALSE
"Comercio al por mayor","431160_2021","Leche_2021","Comercio al por mayor de leche y otros productos lácteos","visible","integer",FALSE
"Comercio al por mayor","431170_2021","Embutidos_2021","Comercio al por mayor de embutidos","visible","integer",FALSE
"Comercio al por mayor","431180_2021","Dulces_2021","Comercio al por mayor de dulces y materias primas para repostería","visible","integer",FALSE
"Comercio al por mayor","431191_2021","Panpastele_2021","Comercio al por mayor de pan y pasteles","visible","integer",FALSE
"Comercio al por mayor","431192_2021","Botanas_2021","Comercio al por mayor de botanas y frituras","visible","integer",FALSE
"Comercio al por mayor","431193_2021","Conservas_2021","Comercio al por mayor de conservas alimenticias","visible","integer",FALSE
"Comercio al por mayor","431194_2021","Miel_2021","Comercio al por mayor de miel","visible","integer",FALSE
"Comercio al por mayor","431199_2021","Alimentos_2021","Comercio al por mayor de otros alimentos","visible","integer",FALSE
"Comercio al por mayor","431211_2021","Bebidas_2021","Comercio al por mayor de bebidas no alcohólicas y hielo","visible","integer",FALSE
"Comercio al por mayor","431212_2021","Vinos_2021","Comercio al por mayor de vinos y licores","visible","integer",FALSE
"Comercio al por mayor","431213_2021","Cerveza_2021","Comercio al por mayor de cerveza","visible","integer",FALSE
"Comercio al por mayor","431220_2021","Cigarros_2021","Comercio al por mayor de cigarros, puros y tabaco","visible","integer",FALSE
"Comercio al por mayor","432111_2021","Fibras_2021","Comercio al por mayor de fibras, hilos y telas","visible","integer",FALSE
"Comercio al por mayor","432112_2021","Blancos_2021","Comercio al por mayor de blancos","visible","integer",FALSE
"Comercio al por mayor","432113_2021","Cueros_2021","Comercio al por mayor de cueros y pieles","visible","integer",FALSE
"Comercio al por mayor","432119_2021","Productos_2021","Comercio al por mayor de otros productos textiles","visible","integer",FALSE
"Comercio al por mayor","432120_2021","Ropa_2021","Comercio al por mayor de ropa, bisutería y accesorios de vestir","visible","integer",FALSE
"Comercio al por mayor","432130_2021","Calzado_2021","Comercio al por mayor de calzado","visible","integer",FALSE
"Comercio al por mayor","433110_2021","Productos_2021","Comercio al por mayor de productos farmacéuticos","visible","integer",FALSE
"Comercio al por mayor","433210_2021","Perfumería_2021","Comercio al por mayor de artículos de perfumería y cosméticos","visible","integer",FALSE
"Comercio al por mayor","433220_2021","Joyería_2021","Comercio al por mayor de artículos de joyería y relojes","visible","integer",FALSE
"Comercio al por mayor","433311_2021","Grabacione_2021","Comercio al por mayor de grabaciones de audio y video en medios físicos","visible","integer",FALSE
"Comercio al por mayor","433312_2021","Juguetes_2021","Comercio al por mayor de juguetes y bicicletas","visible","integer",FALSE
"Comercio al por mayor","433313_2021","Artículos_2021","Comercio al por mayor de artículos y aparatos deportivos","visible","integer",FALSE
"Comercio al por mayor","433410_2021","Papelería_2021","Comercio al por mayor de artículos de papelería","visible","integer",FALSE
"Comercio al por mayor","433420_2021","Libros_2021","Comercio al por mayor de libros","visible","integer",FALSE
"Comercio al por mayor","433430_2021","Revistas_2021","Comercio al por mayor de revistas y periódicos","visible","integer",FALSE
"Comercio al por mayor","433510_2021","Electrodom_2021","Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca","visible","integer",FALSE
"Comercio al por mayor","434111_2021","Fertilizan_2021","Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","visible","integer",FALSE
"Comercio al por mayor","434112_2021","Medicament_2021","Comercio al por mayor de medicamentos veterinarios y alimentos para animales, excepto mascotas","visible","integer",FALSE
"Comercio al por mayor","434211_2021","Cemento_2021","Comercio al por mayor de cemento, tabique y grava","visible","integer",FALSE
"Comercio al por mayor","434219_2021","Materiales_2021","Comercio al por mayor de otros materiales para la construcción, excepto de madera y metálicos","visible","integer",FALSE
"Comercio al por mayor","434221_2021","Materiales_2021","Comercio al por mayor de materiales metálicos para la construcción y la manufactura","visible","integer",FALSE
"Comercio al por mayor","434222_2021","Productos_2021","Comercio al por mayor de productos químicos para la industria farmacéutica y para otro uso industrial","visible","integer",FALSE
"Comercio al por mayor","434223_2021","Envases_2021","Comercio al por mayor de envases en general, papel y cartón para la industria","visible","integer",FALSE
"Comercio al por mayor","434224_2021","Madera_2021","Comercio al por mayor de madera para la construcción y la industria","visible","integer",FALSE
"Comercio al por mayor","434225_2021","Equipo_2021","Comercio al por mayor de equipo y material eléctrico","visible","integer",FALSE
"Comercio al por mayor","434226_2021","Pintura_2021","Comercio al por mayor de pintura","visible","integer",FALSE
"Comercio al por mayor","434227_2021","Vidrios_2021","Comercio al por mayor de vidrios y espejos","visible","integer",FALSE
"Comercio al por mayor","434228_2021","Ganado_2021","Comercio al por mayor de ganado y aves en pie","visible","integer",FALSE
"Comercio al por mayor","434229_2021","Materias_2021","Comercio al por mayor de otras materias primas para otras industrias","visible","integer",FALSE
"Comercio al por mayor","434230_2021","Combustibl_2021","Comercio al por mayor de combustibles","visible","integer",FALSE
"Comercio al por mayor","434240_2021","Artículos_2021","Comercio al por mayor de artículos desechables","visible","integer",FALSE
"Comercio al por mayor","434311_2021","Desechos_2021","Comercio al por mayor de desechos metálicos","visible","integer",FALSE
"Comercio al por mayor","434312_2021","Desechos_2021","Comercio al por mayor de desechos de papel y de cartón","visible","integer",FALSE
"Comercio al por mayor","434313_2021","Desechos_2021","Comercio al por mayor de desechos de vidrio","visible","integer",FALSE
"Comercio al por mayor","434314_2021","Desechos_2021","Comercio al por mayor de desechos de plástico","visible","integer",FALSE
"Comercio al por mayor","434319_2021","Materiales_2021","Comercio al por mayor de otros materiales de desecho","visible","integer",FALSE
"Comercio al por mayor","435110_2021","Maquinaria_2021","Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","visible","integer",FALSE
"Comercio al por mayor","435210_2021","Maquinaria_2021","Comercio al por mayor de maquinaria y equipo para la construcción y la minería","visible","integer",FALSE
"Comercio al por mayor","435220_2021","Maquinaria_2021","Comercio al por mayor de maquinaria y equipo para la industria manufacturera","visible","integer",FALSE
"Comercio al por mayor","435311_2021","Telecomuni_2021","Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía","visible","integer",FALSE
"Comercio al por mayor","435312_2021","Artículos_2021","Comercio al por mayor de artículos y accesorios para diseño y pintura artística","visible","integer",FALSE
"Comercio al por mayor","435313_2021","Mobiliario_2021","Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio","visible","integer",FALSE
"Comercio al por mayor","435319_2021","Maquinaria_2021","Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales","visible","integer",FALSE
"Comercio al por mayor","435411_2021","Mobiliario_2021","Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo","visible","integer",FALSE
"Comercio al por mayor","435412_2021","Mobiliario_2021","Comercio al por mayor de mobiliario y equipo de oficina","visible","integer",FALSE
"Comercio al por mayor","435419_2021","Maquinaria_2021","Comercio al por mayor de otra maquinaria y equipo de uso general","visible","integer",FALSE
"Comercio al por mayor","436111_2021","Camiones_2021","Comercio al por mayor de camiones","visible","integer",FALSE
"Comercio al por mayor","436112_2021","Refaccione_2021","Comercio al por mayor de partes y refacciones nuevas para automóviles, camionetas y camiones","visible","integer",FALSE
NA,"437111_2021","NA_2021",NA,"visible","integer",FALSE
NA,"437112_2021","NA_2021",NA,"visible","integer",FALSE
NA,"437113_2021","NA_2021",NA,"visible","integer",FALSE
NA,"437210_2021","NA_2021",NA,"visible","integer",FALSE
"Comercio al por menor","461110_2021","Comercio_2021","Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas","visible","integer",FALSE
"Comercio al por menor","461121_2021","Carnes_2021","Comercio al por menor de carnes rojas","visible","integer",FALSE
"Comercio al por menor","461122_2021","Carne_2021","Comercio al por menor de carne de aves","visible","integer",FALSE
"Comercio al por menor","461123_2021","Pescados_2021","Comercio al por menor de pescados y mariscos","visible","integer",FALSE
"Comercio al por menor","461130_2021","Frutas_2021","Comercio al por menor de frutas y verduras frescas","visible","integer",FALSE
"Comercio al por menor","461140_2021","Semillas_2021","Comercio al por menor de semillas y granos alimenticios, especias y chiles secos","visible","integer",FALSE
"Comercio al por menor","461150_2021","Leche_2021","Comercio al por menor de leche, otros productos lácteos y embutidos","visible","integer",FALSE
"Comercio al por menor","461160_2021","Dulces_2021","Comercio al por menor de dulces y materias primas para repostería","visible","integer",FALSE
"Comercio al por menor","461170_2021","Paletas_2021","Comercio al por menor de paletas de hielo y helados","visible","integer",FALSE
"Comercio al por menor","461190_2021","Alimentos_2021","Comercio al por menor de otros alimentos","visible","integer",FALSE
"Comercio al por menor","461211_2021","Vinos_2021","Comercio al por menor de vinos y licores","visible","integer",FALSE
"Comercio al por menor","461212_2021","Cerveza_2021","Comercio al por menor de cerveza","visible","integer",FALSE
"Comercio al por menor","461213_2021","Bebidas_2021","Comercio al por menor de bebidas no alcohólicas y hielo","visible","integer",FALSE
"Comercio al por menor","461220_2021","Cigarros_2021","Comercio al por menor de cigarros, puros y tabaco","visible","integer",FALSE
"Comercio al por menor","462111_2021","Comercio_2021","Comercio al por menor en supermercados","visible","integer",FALSE
"Comercio al por menor","462112_2021","Comercio_2021","Comercio al por menor en minisupers","visible","integer",FALSE
"Comercio al por menor","462210_2021","Comercio_2021","Comercio al por menor en tiendas departamentales","visible","integer",FALSE
"Comercio al por menor","463111_2021","Telas_2021","Comercio al por menor de telas","visible","integer",FALSE
"Comercio al por menor","463112_2021","Blancos_2021","Comercio al por menor de blancos","visible","integer",FALSE
"Comercio al por menor","463113_2021","Mercería_2021","Comercio al por menor de artículos de mercería y bonetería","visible","integer",FALSE
"Comercio al por menor","463211_2021","Ropa_2021","Comercio al por menor de ropa, excepto de bebé y lencería","visible","integer",FALSE
"Comercio al por menor","463212_2021","Ropa_2021","Comercio al por menor de ropa de bebé","visible","integer",FALSE
"Comercio al por menor","463213_2021","Lencería_2021","Comercio al por menor de lencería","visible","integer",FALSE
"Comercio al por menor","463214_2021","Disfraces_2021","Comercio al por menor de disfraces, trajes típicos y vestidos de novia","visible","integer",FALSE
"Comercio al por menor","463215_2021","Bisutería_2021","Comercio al por menor de bisutería y accesorios de vestir","visible","integer",FALSE
"Comercio al por menor","463216_2021","Ropa_2021","Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales","visible","integer",FALSE
"Comercio al por menor","463217_2021","Pañales_2021","Comercio al por menor de pañales desechables","visible","integer",FALSE
"Comercio al por menor","463218_2021","Sombreros_2021","Comercio al por menor de sombreros","visible","integer",FALSE
"Comercio al por menor","463310_2021","Calzado_2021","Comercio al por menor de calzado","visible","integer",FALSE
"Comercio al por menor","464111_2021","Farmacias_2021","Farmacias sin minisúper","visible","integer",FALSE
"Comercio al por menor","464112_2021","Farmacias_2021","Farmacias con minisúper","visible","integer",FALSE
"Comercio al por menor","464113_2021","Productos_2021","Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios","visible","integer",FALSE
"Comercio al por menor","464121_2021","Lentes_2021","Comercio al por menor de lentes","visible","integer",FALSE
"Comercio al por menor","464122_2021","Artículos_2021","Comercio al por menor de artículos ortopédicos","visible","integer",FALSE
"Comercio al por menor","465111_2021","Perfumería_2021","Comercio al por menor de artículos de perfumería y cosméticos","visible","integer",FALSE
"Comercio al por menor","465112_2021","Joyería_2021","Comercio al por menor de artículos de joyería y relojes","visible","integer",FALSE
"Comercio al por menor","465211_2021","Grabacione_2021","Comercio al por menor de grabaciones de audio y video en medios físicos","visible","integer",FALSE
"Comercio al por menor","465212_2021","Juguetes_2021","Comercio al por menor de juguetes","visible","integer",FALSE
"Comercio al por menor","465213_2021","Bicicletas_2021","Comercio al por menor de bicicletas y triciclos","visible","integer",FALSE
"Comercio al por menor","465214_2021","Equipo_2021","Comercio al por menor de equipo y material fotográfico","visible","integer",FALSE
"Comercio al por menor","465215_2021","Artículos_2021","Comercio al por menor de artículos y aparatos deportivos","visible","integer",FALSE
"Comercio al por menor","465216_2021","Instrument_2021","Comercio al por menor de instrumentos musicales","visible","integer",FALSE
"Comercio al por menor","465311_2021","Papelería_2021","Comercio al por menor de artículos de papelería","visible","integer",FALSE
"Comercio al por menor","465312_2021","Libros_2021","Comercio al por menor de libros","visible","integer",FALSE
"Comercio al por menor","465313_2021","Revistas_2021","Comercio al por menor de revistas y periódicos","visible","integer",FALSE
"Comercio al por menor","465911_2021","Mascotas_2021","Comercio al por menor de mascotas y sus accesorios","visible","integer",FALSE
"Comercio al por menor","465912_2021","Regalos_2021","Comercio al por menor de regalos","visible","integer",FALSE
"Comercio al por menor","465913_2021","Artículos_2021","Comercio al por menor de artículos religiosos","visible","integer",FALSE
"Comercio al por menor","465914_2021","Artículos_2021","Comercio al por menor de artículos desechables","visible","integer",FALSE
"Comercio al por menor","465915_2021","Comercio_2021","Comercio al por menor en tiendas de artesanías","visible","integer",FALSE
"Comercio al por menor","465919_2021","Usopersona_2021","Comercio al por menor de otros artículos de uso personal","visible","integer",FALSE
"Comercio al por menor","466111_2021","Muebles_2021","Comercio al por menor de muebles para el hogar","visible","integer",FALSE
"Comercio al por menor","466112_2021","Electrodom_2021","Comercio al por menor de electrodomésticos menores y aparatos de línea blanca","visible","integer",FALSE
"Comercio al por menor","466113_2021","Muebles_2021","Comercio al por menor de muebles para jardín","visible","integer",FALSE
"Comercio al por menor","466114_2021","Cristalerí_2021","Comercio al por menor de cristalería, loza y utensilios de cocina","visible","integer",FALSE
"Comercio al por menor","466211_2021","Mobiliario_2021","Comercio al por menor de mobiliario, equipo y accesorios de cómputo","visible","integer",FALSE
"Comercio al por menor","466212_2021","Teléfonos_2021","Comercio al por menor de teléfonos y otros aparatos de comunicación","visible","integer",FALSE
"Comercio al por menor","466311_2021","Alfombras_2021","Comercio al por menor de alfombras, cortinas, tapices y similares","visible","integer",FALSE
"Comercio al por menor","466312_2021","Plantas_2021","Comercio al por menor de plantas y flores naturales","visible","integer",FALSE
"Comercio al por menor","466313_2021","Antigüedad_2021","Comercio al por menor de antigüedades y obras de arte","visible","integer",FALSE
"Comercio al por menor","466314_2021","Lámparas_2021","Comercio al por menor de lámparas ornamentales y candiles","visible","integer",FALSE
"Comercio al por menor","466319_2021","Artículos_2021","Comercio al por menor de otros artículos para la decoración de interiores","visible","integer",FALSE
"Comercio al por menor","466410_2021","Artículos_2021","Comercio al por menor de artículos usados","visible","integer",FALSE
"Comercio al por menor","467111_2021","Comercio_2021","Comercio al por menor en ferreterías y tlapalerías","visible","integer",FALSE
"Comercio al por menor","467112_2021","Pisos_2021","Comercio al por menor de pisos y recubrimientos cerámicos","visible","integer",FALSE
"Comercio al por menor","467113_2021","Pintura_2021","Comercio al por menor de pintura","visible","integer",FALSE
"Comercio al por menor","467114_2021","Vidrios_2021","Comercio al por menor de vidrios y espejos","visible","integer",FALSE
"Comercio al por menor","467115_2021","Artículos_2021","Comercio al por menor de artículos para la limpieza","visible","integer",FALSE
"Comercio al por menor","467116_2021","Materiales_2021","Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas","visible","integer",FALSE
"Comercio al por menor","467117_2021","Artículos_2021","Comercio al por menor de artículos para albercas y otros artículos","visible","integer",FALSE
"Comercio al por menor","468111_2021","Automóvile_2021","Comercio al por menor de automóviles y camionetas nuevos","visible","integer",FALSE
"Comercio al por menor","468112_2021","Automóvile_2021","Comercio al por menor de automóviles y camionetas usados","visible","integer",FALSE
"Comercio al por menor","468211_2021","Refaccione_2021","Comercio al por menor de partes y refacciones nuevas para automóviles, camionetas y camiones","visible","integer",FALSE
"Comercio al por menor","468212_2021","Refaccione_2021","Comercio al por menor de partes y refacciones usadas para automóviles, camionetas y camiones","visible","integer",FALSE
"Comercio al por menor","468213_2021","Llantas_2021","Comercio al por menor de llantas y cámaras para automóviles, camionetas y camiones","visible","integer",FALSE
"Comercio al por menor","468311_2021","Motociclet_2021","Comercio al por menor de motocicletas","visible","integer",FALSE
"Comercio al por menor","468319_2021","Vehículos_2021","Comercio al por menor de otros vehículos de motor","visible","integer",FALSE
"Comercio al por menor","468411_2021","Gasolina_2021","Comercio al por menor de gasolina y diésel","visible","integer",FALSE
"Comercio al por menor","468412_2021","Gaslp_2021","Comercio al por menor de gas LP en cilindros y para tanques estacionarios","visible","integer",FALSE
"Comercio al por menor","468413_2021","Gaslp_2021","Comercio al por menor de gas LP en estaciones de carburación","visible","integer",FALSE
"Comercio al por menor","468414_2021","Comercio_2021","Comercio al por menor en estaciones de gas natural vehicular","visible","integer",FALSE
"Comercio al por menor","468419_2021","Combustibl_2021","Comercio al por menor de otros combustibles","visible","integer",FALSE
"Comercio al por menor","468420_2021","Aceites_2021","Comercio al por menor de aceites y grasas lubricantes, aditivos y similares para vehículos de motor","visible","integer",FALSE
"Comercio al por menor","469110_2021","Intermedia_2021","Intermediación de comercio al por menor, y comercio al por menor a través de catálogos impresos, televisión y similares","visible","integer",FALSE
"Industrias manufactureras","481111_2021","Aéreo_2021","Transporte aéreo regular en líneas aéreas nacionales","visible","integer",FALSE
"Industrias manufactureras","481112_2021","Aéreo_2021","Transporte aéreo regular en líneas aéreas extranjeras","visible","integer",FALSE
"Industrias manufactureras","481210_2021","Aéreo_2021","Transporte aéreo no regular","visible","integer",FALSE
"Industrias manufactureras","482110_2021","Porferroca_2021","Transporte por ferrocarril","visible","integer",FALSE
